jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,element_code,year,state,state_abbrev
0,0,10,19,86,276,453,335,112,12,0,0,26,2011,Kentucky,KY
0,0,58,13,178,232,486,299,121,11,0,0,26,2012,Kentucky,KY
0,0,0,5,100,243,279,276,157,19,0,0,26,2013,Kentucky,KY
0,0,0,12,115,275,240,312,135,21,0,0,26,2014,Kentucky,KY
0,0,3,13,138,277,353,245,182,21,3,12,26,2015,Kentucky,KY
0,0,20,12,68,300,396,403,230,68,1,0,26,2016,Kentucky,KY
6,7,10,40,98,212,367,253,137,31,0,0,26,2017,Kentucky,KY
0,3,3,0,235,318,358,337,249,27,0,0,26,2018,Kentucky,KY
0,0,0,14,157,217,388,328,300,35,0,0,26,2019,Kentucky,KY
4,0,18,1,60,234,427,306,138,20,0,0,26,2020,Kentucky,KY
0,0,15,4,61,258,337,359,152,62,0,11,26,2021,Kentucky,KY
0,0,13,3,142,271,408,320,136,11,0,0,26,2022,Kentucky,KY
10,5,9,11,85,175,363,305,169,31,0,0,26,2023,Kentucky,KY
0,3,16,22,156,286,374,328,197,36,3,0,26,2024,Kentucky,KY
0,0,17,19,87,306,459,289,181,31,0,0,26,2025,Kentucky,KY
23,19,102,43,242,410,550,511,415,139,15,6,26,1997,Louisiana,LA
38,16,31,75,370,548,620,583,468,208,69,23,26,1998,Louisiana,LA
45,41,41,200,287,451,529,616,338,134,41,9,26,1999,Louisiana,LA
37,42,99,84,378,452,566,589,388,139,18,0,26,2000,Louisiana,LA
11,39,23,174,293,409,532,510,335,92,75,22,26,2001,Louisiana,LA
29,7,40,176,290,426,535,512,419,206,20,9,26,2002,Louisiana,LA
10,12,47,109,373,446,502,538,349,146,67,5,26,2003,Louisiana,LA
24,8,93,94,283,440,516,468,402,302,74,7,26,2004,Louisiana,LA
46,29,33,88,255,463,546,571,496,143,56,6,26,2005,Louisiana,LA
55,14,79,203,298,475,533,574,350,161,29,13,26,2006,Louisiana,LA
23,10,88,69,282,458,482,593,423,178,44,30,26,2007,Louisiana,LA
18,29,48,110,293,486,551,501,332,116,25,18,26,2008,Louisiana,LA
29,28,68,93,310,502,548,507,395,150,29,5,26,2009,Louisiana,LA
10,0,17,123,394,549,573,609,449,155,39,3,26,2010,Louisiana,LA
13,14,84,187,283,561,582,660,338,103,45,13,26,2011,Louisiana,LA
54,35,160,163,359,473,534,520,385,117,23,24,26,2012,Louisiana,LA
37,23,18,78,218,487,492,520,451,172,17,8,26,2013,Louisiana,LA
5,11,18,93,229,451,480,520,410,178,9,23,26,2014,Louisiana,LA
15,6,76,191,326,475,603,550,408,190,83,61,26,2015,Louisiana,LA
20,23,103,139,275,485,582,543,469,234,76,28,26,2016,Louisiana,LA
67,78,112,165,230,415,542,506,376,184,62,10,26,2017,Louisiana,LA
8,92,75,52,405,519,579,533,471,239,17,16,26,2018,Louisiana,LA
24,57,40,89,361,480,530,575,526,200,14,22,26,2019,Louisiana,LA
45,25,173,126,275,455,554,548,390,180,76,9,26,2020,Louisiana,LA
26,7,84,80,251,464,526,546,367,241,22,89,26,2021,Louisiana,LA
17,14,45,126,388,541,577,521,384,119,36,22,26,2022,Louisiana,LA
61,54,102,112,329,524,622,711,485,186,33,16,26,2023,Louisiana,LA
16,40,75,156,399,509,562,602,409,220,134,25,26,2024,Louisiana,LA
11,38,91,197,319,496,575,548,428,229,66,20,26,2025,Louisiana,LA
0,0,0,0,0,18,101,67,0,0,0,0,26,1997,Maine,ME
0,0,0,0,5,5,104,98,6,0,0,0,26,1998,Maine,ME
0,0,0,0,3,65,154,79,36,0,0,0,26,1999,Maine,ME
0,0,0,0,0,12,49,60,0,0,0,0,26,2000,Maine,ME
0,0,0,0,0,51,66,139,8,0,0,0,26,2001,Maine,ME
0,0,0,0,0,6,97,134,16,0,0,0,26,2002,Maine,ME
0,0,0,0,0,20,105,110,11,0,0,0,26,2003,Maine,ME
0,0,0,0,0,2,67,85,5,0,0,0,26,2004,Maine,ME
0,0,0,0,0,36,109,107,16,0,0,0,26,2005,Maine,ME
0,0,0,0,0,35,173,49,5,0,0,0,26,2006,Maine,ME
0,0,0,0,0,19,77,76,8,0,0,0,26,2007,Maine,ME
0,0,0,0,0,20,144,54,2,0,0,0,26,2008,Maine,ME
0,0,0,0,0,5,43,113,0,0,0,0,26,2009,Maine,ME
0,0,0,0,3,18,173,98,13,0,0,0,26,2010,Maine,ME
0,0,0,0,0,12,150,85,15,0,0,0,26,2011,Maine,ME
0,0,0,0,0,11,143,137,0,0,0,0,26,2012,Maine,ME
0,0,0,0,0,23,161,73,5,0,0,0,26,2013,Maine,ME
0,0,0,0,0,22,130,76,6,0,0,0,26,2014,Maine,ME
0,0,0,0,4,0,79,130,40,0,0,0,26,2015,Maine,ME
0,0,0,0,0,14,133,129,17,0,0,0,26,2016,Maine,ME
0,0,0,0,0,21,88,70,36,0,0,0,26,2017,Maine,ME
0,0,0,0,0,9,156,159,10,0,0,0,26,2018,Maine,ME
0,0,0,0,0,10,159,86,0,0,0,0,26,2019,Maine,ME
0,0,0,0,0,34,160,111,7,0,0,0,26,2020,Maine,ME
0,0,0,0,0,76,62,149,18,0,0,0,26,2021,Maine,ME
0,0,0,0,2,12,162,153,7,0,0,0,26,2022,Maine,ME
0,0,0,0,0,8,182,69,30,0,0,0,26,2023,Maine,ME
0,0,0,0,3,52,191,99,14,0,0,0,26,2024,Maine,ME
0,0,0,0,0,27,154,89,12,0,0,0,26,2025,Maine,ME
0,0,0,0,19,156,344,252,90,10,0,0,26,1997,Maryland,MD
0,0,0,3,93,182,338,325,217,13,0,0,26,1998,Maryland,MD
0,0,0,0,60,206,446,322,109,4,0,0,26,1999,Maryland,MD
0,0,2,0,83,228,228,245,79,14,0,0,26,2000,Maryland,MD
0,0,0,2,53,234,239,356,81,10,0,0,26,2001,Maryland,MD
0,0,0,8,43,253,404,392,153,11,0,0,26,2002,Maryland,MD
0,0,0,0,22,151,334,357,118,4,0,0,26,2003,Maryland,MD
0,0,0,2,171,187,334,278,141,8,0,0,26,2004,Maryland,MD
0,0,0,2,17,254,399,380,204,16,0,0,26,2005,Maryland,MD
0,0,0,8,46,216,410,383,73,7,0,0,26,2006,Maryland,MD
0,0,0,0,83,246,341,360,167,67,0,0,26,2007,Maryland,MD
0,0,0,3,27,292,365,249,145,5,0,0,26,2008,Maryland,MD
0,0,0,3,60,191,276,358,96,8,0,0,26,2009,Maryland,MD
0,0,0,11,96,347,452,360,177,16,0,0,26,2010,Maryland,MD
0,0,0,8,99,286,468,321,143,9,0,0,26,2011,Maryland,MD
0,0,12,2,133,216,460,347,125,15,0,0,26,2012,Maryland,MD
0,0,0,2,51,241,403,238,89,18,0,0,26,2013,Maryland,MD
0,0,0,0,71,229,308,220,127,18,0,0,26,2014,Maryland,MD
0,0,0,0,139,253,344,294,197,8,0,7,26,2015,Maryland,MD
0,0,3,0,31,228,420,410,212,25,0,0,26,2016,Maryland,MD
0,0,0,21,42,239,393,249,127,41,0,0,26,2017,Maryland,MD
0,0,0,0,155,215,361,379,229,22,0,0,26,2018,Maryland,MD
0,0,0,12,121,232,425,335,209,32,0,0,26,2019,Maryland,MD
0,0,3,0,28,245,481,367,105,22,0,0,26,2020,Maryland,MD
0,0,0,3,47,256,392,384,159,62,0,0,26,2021,Maryland,MD
0,0,0,0,79,222,403,369,135,4,0,0,26,2022,Maryland,MD
3,0,0,13,31,148,415,315,154,26,0,0,26,2023,Maryland,MD
0,0,2,8,100,307,458,321,130,17,0,0,26,2024,Maryland,MD
0,0,3,8,77,282,464,215,146,12,0,0,26,2025,Maryland,MD
0,0,0,0,0,65,176,122,18,0,0,0,26,1997,Massachusetts,MA
0,0,0,0,17,48,193,185,39,0,0,0,26,1998,Massachusetts,MA
0,0,0,0,6,124,269,148,58,0,0,0,26,1999,Massachusetts,MA
0,0,0,0,4,65,105,110,15,0,0,0,26,2000,Massachusetts,MA
0,0,0,0,9,116,106,229,30,0,0,0,26,2001,Massachusetts,MA
0,0,0,0,0,45,215,226,61,0,0,0,26,2002,Massachusetts,MA
0,0,0,0,0,45,213,227,36,0,0,0,26,2003,Massachusetts,MA
0,0,0,0,11,45,147,155,31,0,0,0,26,2004,Massachusetts,MA
0,0,0,0,0,113,212,242,66,0,0,0,26,2005,Massachusetts,MA
0,0,0,0,4,84,272,138,14,0,0,0,26,2006,Massachusetts,MA
0,0,0,0,11,70,187,168,42,6,0,0,26,2007,Massachusetts,MA
0,0,0,0,0,106,249,112,31,0,0,0,26,2008,Massachusetts,MA
0,0,0,0,5,27,114,216,12,0,0,0,26,2009,Massachusetts,MA
0,0,0,0,22,114,303,184,64,0,0,0,26,2010,Massachusetts,MA
0,0,0,0,11,64,259,181,64,0,0,0,26,2011,Massachusetts,MA
0,0,0,0,21,60,261,228,27,0,0,0,26,2012,Massachusetts,MA
0,0,0,0,9,99,328,133,19,0,0,0,26,2013,Massachusetts,MA
0,0,0,0,8,74,217,112,33,0,0,0,26,2014,Massachusetts,MA
0,0,0,0,33,40,209,220,88,0,0,0,26,2015,Massachusetts,MA
0,0,0,0,5,81,257,259,64,0,0,0,26,2016,Massachusetts,MA
0,0,0,0,3,79,178,136,69,12,0,0,26,2017,Massachusetts,MA
0,0,0,0,25,61,272,285,69,0,0,0,26,2018,Massachusetts,MA
0,0,0,0,3,70,293,181,30,0,0,0,26,2019,Massachusetts,MA
0,0,0,0,4,112,310,237,39,0,0,0,26,2020,Massachusetts,MA
0,0,0,0,9,150,170,261,69,8,0,0,26,2021,Massachusetts,MA
0,0,0,0,19,72,284,298,35,0,0,0,26,2022,Massachusetts,MA
0,0,0,0,4,53,291,144,63,7,0,0,26,2023,Massachusetts,MA
0,0,0,0,18,142,308,169,39,0,0,0,26,2024,Massachusetts,MA
0,0,0,0,11,119,283,118,38,0,0,0,26,2025,Massachusetts,MA
0,0,0,0,2,115,165,83,21,0,0,0,26,1997,Michigan,MI
0,0,0,0,88,106,194,196,77,5,0,0,26,1998,Michigan,MI
0,0,0,0,50,146,287,115,41,0,0,0,26,1999,Michigan,MI
0,0,0,0,43,107,116,137,21,7,0,0,26,2000,Michigan,MI
0,0,0,0,43,103,188,212,16,0,0,0,26,2001,Michigan,MI
0,0,0,0,9,140,285,185,86,0,0,0,26,2002,Michigan,MI
0,0,0,0,15,68,166,190,25,0,0,0,26,2003,Michigan,MI
0,0,0,0,35,78,146,87,69,0,0,0,26,2004,Michigan,MI
0,0,0,0,13,217,241,217,85,5,0,0,26,2005,Michigan,MI
0,0,0,0,33,103,251,180,16,0,0,0,26,2006,Michigan,MI
0,0,0,0,52,153,165,205,62,20,0,0,26,2007,Michigan,MI
0,0,0,0,14,130,187,145,50,0,0,0,26,2008,Michigan,MI
0,0,0,0,26,84,85,133,40,0,0,0,26,2009,Michigan,MI
0,0,0,1,52,139,279,251,34,5,0,0,26,2010,Michigan,MI
0,0,0,0,34,122,329,176,26,0,0,0,26,2011,Michigan,MI
0,0,10,0,73,148,350,164,28,0,0,0,26,2012,Michigan,MI
0,0,0,0,55,107,198,143,34,3,0,0,26,2013,Michigan,MI
0,0,0,0,32,133,102,151,25,0,0,0,26,2014,Michigan,MI
0,0,0,0,62,93,157,149,98,3,0,0,26,2015,Michigan,MI
0,0,0,0,32,127,251,266,86,9,0,0,26,2016,Michigan,MI
0,0,0,0,22,136,202,123,66,12,0,0,26,2017,Michigan,MI
0,0,0,0,91,135,236,237,79,0,0,0,26,2018,Michigan,MI
0,0,0,0,20,85,279,163,84,3,0,0,26,2019,Michigan,MI
0,0,0,0,22,148,308,196,25,0,0,0,26,2020,Michigan,MI
0,0,0,0,24,182,201,267,67,21,0,0,26,2021,Michigan,MI
0,0,0,0,58,132,222,202,55,0,0,0,26,2022,Michigan,MI
0,0,0,0,28,103,206,130,59,6,0,0,26,2023,Michigan,MI
0,0,0,0,73,164,199,184,85,9,0,0,26,2024,Michigan,MI
0,0,0,0,21,169,269,154,61,8,0,0,26,2025,Michigan,MI
0,0,0,0,4,125,142,84,29,0,0,0,26,1997,Minnesota,MN
0,0,0,1,68,58,169,158,61,0,0,0,26,1998,Minnesota,MN
0,0,0,0,31,87,240,113,12,0,0,0,26,1999,Minnesota,MN
0,0,0,0,31,54,154,140,14,2,0,0,26,2000,Minnesota,MN
0,0,0,0,29,96,205,179,13,0,0,0,26,2001,Minnesota,MN
0,0,0,0,5,128,249,115,35,0,0,0,26,2002,Minnesota,MN
0,0,0,0,16,75,164,194,18,0,0,0,26,2003,Minnesota,MN
0,0,0,0,11,45,122,41,59,0,0,0,26,2004,Minnesota,MN
0,0,0,3,11,150,217,121,51,1,0,0,26,2005,Minnesota,MN
0,0,0,3,31,107,284,144,9,0,0,0,26,2006,Minnesota,MN
0,0,0,0,50,137,207,125,30,3,0,0,26,2007,Minnesota,MN
0,0,0,0,11,73,165,121,24,0,0,0,26,2008,Minnesota,MN
0,0,0,0,19,62,80,80,54,0,0,0,26,2009,Minnesota,MN
0,0,0,8,26,84,209,207,7,1,0,0,26,2010,Minnesota,MN
0,0,0,0,16,76,276,148,15,3,0,0,26,2011,Minnesota,MN
0,0,10,0,47,127,316,121,16,0,0,0,26,2012,Minnesota,MN
0,0,0,0,14,76,171,145,47,0,0,0,26,2013,Minnesota,MN
0,0,0,0,18,101,122,135,19,0,0,0,26,2014,Minnesota,MN
0,0,0,0,19,92,174,102,79,0,0,0,26,2015,Minnesota,MN
0,0,0,0,27,107,178,154,41,1,0,0,26,2016,Minnesota,MN
0,0,0,0,16,97,171,70,46,1,0,0,26,2017,Minnesota,MN
0,0,0,0,76,127,182,140,32,0,0,0,26,2018,Minnesota,MN
0,0,0,0,5,88,206,98,39,0,0,0,26,2019,Minnesota,MN
0,0,0,0,16,143,230,151,12,0,0,0,26,2020,Minnesota,MN
0,0,0,0,21,195,208,176,44,7,0,0,26,2021,Minnesota,MN
0,0,0,0,25,121,186,129,35,0,0,0,26,2022,Minnesota,MN
0,0,0,0,46,162,147,152,74,1,0,0,26,2023,Minnesota,MN
0,0,0,0,32,93,182,130,90,8,0,0,26,2024,Minnesota,MN
0,0,0,0,28,102,202,130,57,6,0,0,26,2025,Minnesota,MN
10,12,68,19,154,331,500,425,326,79,2,1,26,1997,Mississippi,MS
19,9,21,42,285,498,553,509,411,140,29,11,26,1998,Mississippi,MS
24,20,18,133,203,400,510,545,270,81,17,4,26,1999,Mississippi,MS
16,20,58,36,297,393,532,560,316,97,4,0,26,2000,Mississippi,MS
3,19,12,108,219,348,492,454,250,44,31,12,26,2001,Mississippi,MS
16,3,23,109,203,383,496,467,381,138,4,3,26,2002,Mississippi,MS
3,4,31,68,263,354,453,483,262,88,29,0,26,2003,Mississippi,MS
10,2,56,44,243,376,452,367,299,201,31,1,26,2004,Mississippi,MS
25,15,18,48,164,381,494,525,392,85,19,1,26,2005,Mississippi,MS
31,4,37,139,219,410,523,557,254,77,7,8,26,2006,Mississippi,MS
12,4,71,33,229,426,440,592,355,123,13,16,26,2007,Mississippi,MS
7,11,29,55,207,426,501,420,281,63,5,7,26,2008,Mississippi,MS
12,11,41,51,227,458,449,426,330,70,10,1,26,2009,Mississippi,MS
2,0,12,79,299,511,547,576,363,97,15,0,26,2010,Mississippi,MS
5,9,42,113,193,516,552,558,239,47,15,6,26,2011,Mississippi,MS
28,17,132,93,291,397,521,450,290,58,4,14,26,2012,Mississippi,MS
22,8,8,42,150,418,425,451,360,106,4,4,26,2013,Mississippi,MS
0,4,11,50,192,406,390,461,346,120,1,11,26,2014,Mississippi,MS
8,0,46,116,238,424,549,467,337,122,35,38,26,2015,Mississippi,MS
7,12,64,82,189,454,540,525,418,169,27,10,26,2016,Mississippi,MS
39,39,63,115,178,350,501,444,289,115,20,4,26,2017,Mississippi,MS
2,47,36,19,334,469,519,471,419,141,3,7,26,2018,Mississippi,MS
12,33,23,51,295,399,487,507,482,126,2,11,26,2019,Mississippi,MS
24,13,119,58,185,394,527,477,314,116,32,3,26,2020,Mississippi,MS
14,2,60,40,177,394,478,491,301,156,6,55,26,2021,Mississippi,MS
8,8,35,68,315,488,555,472,301,65,12,10,26,2022,Mississippi,MS
35,32,61,68,244,431,555,610,387,122,14,10,26,2023,Mississippi,MS
7,23,45,91,329,455,534,531,336,143,72,11,26,2024,Mississippi,MS
4,19,62,142,253,451,567,480,375,149,27,9,26,2025,Mississippi,MS
0,0,10,0,33,209,388,279,147,17,0,0,26,1997,Missouri,MO
0,0,0,3,170,251,391,368,255,24,0,0,26,1998,Missouri,MO
0,0,0,14,82,232,461,324,112,16,7,0,26,1999,Missouri,MO
0,0,12,7,135,194,341,433,155,35,0,0,26,2000,Missouri,MO
0,0,0,35,113,208,423,370,108,12,6,0,26,2001,Missouri,MO
0,0,0,15,49,295,433,363,194,3,0,0,26,2002,Missouri,MO
0,0,3,13,74,154,398,422,87,18,0,0,26,2003,Missouri,MO
0,0,12,11,131,185,289,194,148,23,0,0,26,2004,Missouri,MO
0,0,0,14,72,306,403,390,221,16,0,0,26,2005,Missouri,MO
2,0,8,37,92,256,432,407,89,7,0,0,26,2006,Missouri,MO
0,0,26,0,157,256,337,497,188,36,0,0,26,2007,Missouri,MO
0,0,2,0,60,257,353,278,123,12,0,0,26,2008,Missouri,MO
0,0,8,3,82,284,245,243,112,0,2,0,26,2009,Missouri,MO
0,0,6,35,89,357,428,424,151,23,0,0,26,2010,Missouri,MO
0,0,5,14,68,311,543,391,87,19,0,0,26,2011,Missouri,MO
0,0,62,23,179,295,576,346,118,8,0,0,26,2012,Missouri,MO
0,0,0,2,77,243,309,306,195,13,0,0,26,2013,Missouri,MO
0,0,0,8,103,265,241,349,120,20,0,0,26,2014,Missouri,MO
0,0,4,17,97,277,371,266,220,19,0,0,26,2015,Missouri,MO
0,0,18,15,68,357,393,357,217,56,5,0,26,2016,Missouri,MO
0,7,12,21,84,260,421,229,186,28,0,0,26,2017,Missouri,MO
0,0,3,0,250,368,400,357,205,15,0,0,26,2018,Missouri,MO
0,0,0,13,89,231,393,313,293,7,0,0,26,2019,Missouri,MO
0,0,13,2,56,303,429,290,122,6,1,0,26,2020,Missouri,MO
0,0,16,7,60,300,358,381,213,39,0,4,26,2021,Missouri,MO
0,0,7,3,113,308,439,353,164,12,0,0,26,2022,Missouri,MO
0,0,3,11,116,268,394,349,186,26,0,0,26,2023,Missouri,MO
0,7,16,21,146,326,340,329,173,48,0,0,26,2024,Missouri,MO
0,0,21,15,73,295,441,309,205,55,1,0,26,2025,Missouri,MO
0,0,0,0,1,26,52,55,22,0,0,0,26,1997,Montana,MT
0,1,0,0,2,5,124,98,44,0,0,0,26,1998,Montana,MT
0,1,0,0,1,12,53,80,4,0,0,0,26,1999,Montana,MT
0,0,0,0,1,14,107,84,9,0,0,0,26,2000,Montana,MT
1,0,0,0,4,16,89,120,26,0,0,0,26,2001,Montana,MT
0,0,0,0,0,21,130,25,11,0,0,0,26,2002,Montana,MT
0,0,0,0,1,13,154,135,9,0,0,0,26,2003,Montana,MT
0,0,0,0,0,8,77,36,8,0,0,0,26,2004,Montana,MT
0,0,0,0,0,14,96,48,11,0,0,0,26,2005,Montana,MT
5,0,0,0,3,35,163,63,10,0,0,0,26,2006,Montana,MT
0,0,0,0,2,27,217,70,10,0,0,0,26,2007,Montana,MT
0,0,0,0,1,10,81,66,6,0,0,0,26,2008,Montana,MT
0,0,0,0,1,9,59,46,37,0,0,0,26,2009,Montana,MT
0,0,0,0,0,13,55,47,7,0,0,0,26,2010,Montana,MT
0,0,0,0,0,10,82,87,24,0,0,0,26,2011,Montana,MT
1,0,1,0,1,28,150,85,24,0,0,0,26,2012,Montana,MT
0,0,0,0,1,17,110,98,25,0,0,0,26,2013,Montana,MT
1,0,0,0,1,9,108,57,11,0,0,0,26,2014,Montana,MT
0,0,0,0,0,58,76,73,21,0,0,0,26,2015,Montana,MT
0,2,0,0,1,43,72,53,9,0,0,0,26,2016,Montana,MT
0,0,0,0,1,26,170,72,10,0,0,0,26,2017,Montana,MT
0,0,0,0,7,18,87,53,6,0,0,0,26,2018,Montana,MT
1,0,0,0,0,15,61,61,9,0,0,0,26,2019,Montana,MT
0,0,0,0,1,20,69,93,19,0,0,0,26,2020,Montana,MT
1,0,0,0,0,69,193,55,23,0,0,0,26,2021,Montana,MT
0,0,0,0,1,15,125,134,38,0,0,0,26,2022,Montana,MT
0,0,0,0,8,23,97,83,24,0,0,0,26,2023,Montana,MT
0,0,0,0,1,19,130,68,40,0,0,0,26,2024,Montana,MT
0,0,0,0,3,24,90,79,42,0,0,0,26,2025,Montana,MT
0,0,0,0,24,218,332,230,116,7,0,0,26,1997,Nebraska,NE
0,0,0,0,116,146,353,304,196,10,0,0,26,1998,Nebraska,NE
0,0,0,0,56,155,403,237,61,5,0,0,26,1999,Nebraska,NE
0,0,7,0,106,182,326,377,117,12,0,0,26,2000,Nebraska,NE
0,0,0,7,78,189,402,314,86,5,0,0,26,2001,Nebraska,NE
0,0,0,5,33,329,442,292,115,0,0,0,26,2002,Nebraska,NE
0,0,0,6,36,146,375,356,53,11,0,0,26,2003,Nebraska,NE
0,0,8,6,76,134,244,176,159,8,0,0,26,2004,Nebraska,NE
0,0,0,7,58,252,378,282,169,8,0,0,26,2005,Nebraska,NE
6,0,0,13,88,256,398,282,45,0,0,0,26,2006,Nebraska,NE
0,0,12,0,110,202,364,367,107,13,0,0,26,2007,Nebraska,NE
0,0,0,0,37,191,338,244,79,4,0,0,26,2008,Nebraska,NE
0,0,0,0,66,169,210,194,68,0,0,0,26,2009,Nebraska,NE
0,0,0,12,41,228,340,353,100,12,0,0,26,2010,Nebraska,NE
0,0,0,0,47,198,439,289,45,10,0,0,26,2011,Nebraska,NE
0,0,38,14,123,273,501,270,92,0,0,0,26,2012,Nebraska,NE
0,0,0,0,48,194,291,299,170,4,0,0,26,2013,Nebraska,NE
0,0,0,0,64,201,220,262,79,9,0,0,26,2014,Nebraska,NE
0,0,5,6,41,206,299,216,179,13,0,0,26,2015,Nebraska,NE
0,0,11,5,48,321,320,263,130,14,0,0,26,2016,Nebraska,NE
0,0,1,4,48,255,381,175,132,6,0,0,26,2017,Nebraska,NE
0,0,0,0,144,298,300,245,129,0,0,0,26,2018,Nebraska,NE
0,0,0,5,28,196,350,248,201,0,0,0,26,2019,Nebraska,NE
0,0,5,0,35,328,353,295,77,0,0,0,26,2020,Nebraska,NE
0,0,10,0,51,293,322,329,157,11,0,0,26,2021,Nebraska,NE
0,0,0,0,67,265,366,329,153,5,0,0,26,2022,Nebraska,NE
0,0,0,4,107,248,288,316,169,8,0,0,26,2023,Nebraska,NE
0,8,5,6,77,264,292,282,170,25,0,0,26,2024,Nebraska,NE
0,0,11,5,59,256,350,267,137,24,0,0,26,2025,Nebraska,NE
0,0,29,43,295,344,483,536,301,62,4,0,26,1997,Nevada,NV
0,0,7,15,77,226,571,569,257,47,0,0,26,1998,Nevada,NV
0,0,16,14,141,330,489,468,296,119,11,0,26,1999,Nevada,NV
0,4,10,95,258,447,550,537,287,62,0,0,26,2000,Nevada,NV
0,0,16,37,304,420,524,577,364,125,7,0,26,2001,Nevada,NV
0,0,6,85,170,439,654,512,309,60,6,0,26,2002,Nevada,NV
9,0,12,25,191,430,673,530,362,185,0,0,26,2003,Nevada,NV
0,0,56,59,200,408,580,487,261,55,0,0,26,2004,Nevada,NV
0,0,10,30,188,307,641,493,247,84,8,0,26,2005,Nevada,NV
0,4,0,42,255,469,640,499,254,53,7,0,26,2006,Nevada,NV
0,4,34,76,239,430,660,553,281,71,13,0,26,2007,Nevada,NV
0,0,14,48,124,402,597,570,335,97,12,0,26,2008,Nevada,NV
0,0,10,38,302,291,624,499,379,45,7,0,26,2009,Nevada,NV
0,0,7,22,83,376,633,493,332,86,0,0,26,2010,Nevada,NV
0,0,10,38,85,320,527,563,343,86,0,0,26,2011,Nevada,NV
0,0,12,71,244,421,552,584,369,100,10,0,26,2012,Nevada,NV
0,0,30,74,187,472,636,489,257,40,4,0,26,2013,Nevada,NV
6,7,22,69,193,421,620,441,343,138,7,0,26,2014,Nevada,NV
4,14,47,59,120,497,485,560,376,131,0,0,26,2015,Nevada,NV
0,8,23,56,135,510,607,524,263,117,10,0,26,2016,Nevada,NV
0,5,35,63,172,478,640,554,253,95,17,0,26,2017,Nevada,NV
6,0,10,99,194,456,657,582,378,65,4,0,26,2018,Nevada,NV
0,0,9,77,73,371,570,583,286,37,6,0,26,2019,Nevada,NV
0,0,7,58,242,370,611,647,387,160,6,0,26,2020,Nevada,NV
0,0,6,88,207,542,661,560,362,45,24,0,26,2021,Nevada,NV
0,0,15,64,176,425,623,571,388,125,0,0,26,2022,Nevada,NV
0,0,0,52,181,273,686,492,255,102,5,0,26,2023,Nevada,NV
0,0,7,54,184,528,731,570,385,191,0,0,26,2024,Nevada,NV
0,9,14,69,216,459,571,583,316,92,16,0,26,2025,Nevada,NV
0,0,0,0,0,37,90,73,0,0,0,0,26,1997,New Hampshire,NH
0,0,0,0,14,22,118,112,11,0,0,0,26,1998,New Hampshire,NH
0,0,0,0,6,87,172,78,27,0,0,0,26,1999,New Hampshire,NH
0,0,0,0,0,26,53,59,0,0,0,0,26,2000,New Hampshire,NH
0,0,0,0,6,59,65,161,9,0,0,0,26,2001,New Hampshire,NH
0,0,0,0,0,17,134,158,29,0,0,0,26,2002,New Hampshire,NH
0,0,0,0,0,33,135,140,9,0,0,0,26,2003,New Hampshire,NH
0,0,0,0,7,13,89,97,10,0,0,0,26,2004,New Hampshire,NH
0,0,0,0,0,84,156,136,27,0,0,0,26,2005,New Hampshire,NH
0,0,0,0,0,51,195,68,5,0,0,0,26,2006,New Hampshire,NH
0,0,0,0,6,35,93,97,13,0,0,0,26,2007,New Hampshire,NH
0,0,0,0,0,51,150,64,9,0,0,0,26,2008,New Hampshire,NH
0,0,0,0,0,13,56,123,0,0,0,0,26,2009,New Hampshire,NH
0,0,0,0,12,47,208,106,21,0,0,0,26,2010,New Hampshire,NH
0,0,0,0,8,29,175,106,27,0,0,0,26,2011,New Hampshire,NH
0,0,0,0,12,29,172,151,8,0,0,0,26,2012,New Hampshire,NH
0,0,0,0,6,45,212,79,7,0,0,0,26,2013,New Hampshire,NH
0,0,0,0,0,38,140,62,8,0,0,0,26,2014,New Hampshire,NH
0,0,0,0,23,13,115,135,46,0,0,0,26,2015,New Hampshire,NH
0,0,0,0,6,40,155,153,23,0,0,0,26,2016,New Hampshire,NH
0,0,0,0,0,37,105,70,39,0,0,0,26,2017,New Hampshire,NH
0,0,0,0,15,26,192,179,29,0,0,0,26,2018,New Hampshire,NH
0,0,0,0,0,26,199,97,8,0,0,0,26,2019,New Hampshire,NH
0,0,0,0,0,59,227,120,11,0,0,0,26,2020,New Hampshire,NH
0,0,0,0,6,91,88,172,24,0,0,0,26,2021,New Hampshire,NH
0,0,0,0,13,28,171,200,9,0,0,0,26,2022,New Hampshire,NH
0,0,0,0,0,27,206,76,32,0,0,0,26,2023,New Hampshire,NH
0,0,0,0,15,85,242,97,16,0,0,0,26,2024,New Hampshire,NH
0,0,0,0,6,61,211,91,17,0,0,0,26,2025,New Hampshire,NH
0,0,0,0,4,99,266,182,49,3,0,0,26,1997,New Jersey,NJ
0,0,0,0,50,113,278,276,113,4,0,0,26,1998,New Jersey,NJ
0,0,0,0,21,167,405,263,94,0,0,0,26,1999,New Jersey,NJ
0,0,0,0,34,155,178,183,50,4,0,0,26,2000,New Jersey,NJ
0,0,0,0,30,174,185,315,54,4,0,0,26,2001,New Jersey,NJ
0,0,0,0,15,151,334,323,106,4,0,0,26,2002,New Jersey,NJ
0,0,0,0,6,90,283,299,88,0,0,0,26,2003,New Jersey,NJ
0,0,0,0,86,124,242,223,101,3,0,0,26,2004,New Jersey,NJ
